RUT_DV,Razón social,Tramo según ventas,Número de trabajadores,Tipo de contribuyente,Actividad económica,Región,Segmento,Scored,score,vertical,pain_point,reasoning,num_hijos,num_padres,Nombre_Fantasia,Sitio_Web,Confianza_Lookup
76226576-1,THE NOT COMPANY SPA,13,172,PERSONA JURIDICA COMERCIAL,ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76226660-1,TRANSPORTES ZUNIGA LIMITADA,8,28,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VII REGION DEL MAULE,Utilities / Infraestructura,False,,,,,,,,,
76226890-6,MINERA EL TREBAL LIMITADA,8,23,PERSONA JURIDICA COMERCIAL,EXTRACCION Y PROCESAMIENTO DE COBRE,IV REGION COQUIMBO,Mining / Energía,False,,,,,,,,,
76226952-K,SERVICIOS MARITIMOS EBENEZER LIMITADA,10,109,PERSONA JURIDICA COMERCIAL,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,XIV REGION DE LOS RIOS,Manufactura / Retail,False,,,,,,,,,
76227173-7,SOCIEDAD DE TRANSPORTE DE PASAJEROS Y DE MERCADERÍAS CEJER LIMITADA,10,94,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE PASAJEROS EN BUSES INTERURBANOS,IV REGION COQUIMBO,Utilities / Infraestructura,False,,,,,,,,,
76227269-5,FVP MINING & INDUSTRY SPA,8,33,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,III REGION DE ATACAMA,Manufactura / Retail,False,,,,,,,,,
76227327-6,HOL CHILE INDUSTRIAL LIMITADA,8,20,PERSONA JURIDICA COMERCIAL,FABRICACION DE PARTES Y PIEZAS DE CARPINTERIA PARA EDIFICIOS Y CONSTRUCCIONES,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76227424-8,INVERSIONES SANTA FERNANDA LIMITADA,8,30,PERSONA JURIDICA COMERCIAL,OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76227477-9,INGENIERIA Y CONSTRUCCIONES PILLAN SPA,9,57,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76227640-2,CONTRATISTA DE OBRAS Y COMERCIAL MAIPUE LIMITADA,8,26,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,X REGION LOS LAGOS,Mining / Energía,False,,,,,,,,,
76227763-8,REPMIN SPA,9,69,PERSONA JURIDICA COMERCIAL,"REPARACION DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACCION DE PETROLEO Y PARA LA CONSTRUCCION",XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76228396-4,TRANSPORTES TRANSMAT LIMITADA,11,190,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE PASAJEROS EN BUSES INTERURBANOS,I REGION DE TARAPACA,Utilities / Infraestructura,False,,,,,,,,,
76228478-2,COMERCIAL EVOLUX LIMITADA,8,16,PERSONA JURIDICA COMERCIAL,FABRICACION DE EQUIPO ELECTRICO DE ILUMINACION,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76228541-K,COMERCIAL LAS INVERNADAS S.A.,11,54,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE CARNE Y PRODUCTOS CARNICOS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76228573-8,SOCIEDAD COMERCIAL GONZALEZ Y GONZALEZ LIMITADA,9,23,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76228605-K,TRANSPORTES HERNAN EUGENIO VALDES CHAMORRO E.I.R.L.,9,55,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VII REGION DEL MAULE,Utilities / Infraestructura,False,,,,,,,,,
76228764-1,TRANSPORTES TOPTRANSFER SPA,10,42,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76228799-4,CONSTRUCTORA MILLANCURA SPA,11,138,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76228871-0,INGENIERIA Y CONSTRUCCION JAV S.A.C.,10,132,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
76228934-2,AXION INVERSIONES SPA,8,29,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76229230-0,PLASTICOS MARBUPLAST LIMITADA,8,20,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS DE PLASTICO,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
76229234-3,INSTALACIONES SANITARIAS E.H.O. SPA,9,141,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76229817-1,PRODUCTOS MAIFRE SPA,9,34,PERSONA JURIDICA COMERCIAL,ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76229971-2,CONSORCIO DE MONTAJE INDUSTRIAL ECHEVERRIA IZQUIERDO NEXXO LIMITADA,8,236,PERSONA JURIDICA COMERCIAL,"REPARACION DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACCION DE PETROLEO Y PARA LA CONSTRUCCION",XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76229973-9,INVERSIONES INNOVACION LIMITADA,8,13,PERSONA JURIDICA COMERCIAL,VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR (GRANDES TIENDAS),X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
76230007-9,COMERCIAL AGROPROCESO SPA,11,30,PERSONA JURIDICA COMERCIAL,ELABORACION DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL (EXCEPTO ELABORACION DE MANTEQUILLA),IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
76230125-3,CONSTRUCTORA DE VICENTE EDIFICACION SA,11,620,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76230298-5,CONSTRUCTORA SAN PEDRO S.A.,8,61,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76230387-6,BIOGROW BIOCHEMICAL SPA,9,26,PERSONA JURIDICA COMERCIAL,FABRICACION DE PLAGUICIDAS Y OTROS PRODUCTOS QUIMICOS DE USO AGROPECUARIO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76230425-2,TRANSPORTES TRANSGRESUR LIMITADA,9,21,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VII REGION DEL MAULE,Utilities / Infraestructura,False,,,,,,,,,
76230466-K,MS ELECTRIC SPA,9,106,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,IV REGION COQUIMBO,Mining / Energía,False,,,,,,,,,
76231234-4,CONSTRUCTORA PUERTO AZUL SPA,9,127,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76231386-3,MANUEL LEIVA Y COMPANIA LIMITADA,8,205,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE ACUATICO,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
76231703-6,MITSUI & CO. MINERAL RESOURCES DEVELOPMENT (LATIN AMERICA) LIMITADA,10,17,PERSONA JURIDICA COMERCIAL,FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES,XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
76231850-4,JUAN CARLOS BARRIA Y COMPANIA LIMITADA,8,33,PERSONA JURIDICA COMERCIAL,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
76231866-0,GKD LATAM S.A.,8,13,PERSONA JURIDICA COMERCIAL,FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76231950-0,SOC DE TRANSPORTE IBARRA ABURTO E HIJOS LIMITADA,8,13,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,X REGION LOS LAGOS,Utilities / Infraestructura,False,,,,,,,,,
76232018-5,TECTUM SPA,8,23,PERSONA JURIDICA COMERCIAL,FABRICACION DE PARTES Y PIEZAS DE CARPINTERIA PARA EDIFICIOS Y CONSTRUCCIONES,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76232128-9,EPAV S.A.,10,241,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76232204-8,SIGNO SPA,8,20,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76232261-7,GRUPSA CHILE SISTEMAS DE PUERTAS LIMITADA.,8,36,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76232401-6,CONSTRUCCIONES COPIAPO S.A.,11,647,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,IV REGION COQUIMBO,Manufactura / Retail,False,,,,,,,,,
76232601-9,LINKAPSIS GEODESIA E INGENIERIA SPA,9,63,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE APOYO PARA LA EXPLOTACION DE OTRAS MINAS Y CANTERAS PRESTADOS POR EMPRESAS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76232647-7,WALMART CHILE MAYORISTA LIMITADA,12,1194,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76232675-2,JUAN CARLOS GONZALEZ VILLABLANCA TRANSPORTE DE CARGA E.I.R.L.,8,27,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76232986-7,SOCIEDAD DE SERVICIOS GENERALES LIMITADA,11,613,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76233011-3,SERVICIOS  LOGÍSTICOS LIMITADA,9,91,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76233013-K,SPIRAX-SARCO CHILE LIMITADA,10,28,PERSONA JURIDICA COMERCIAL,SUMINISTRO DE VAPOR Y DE AIRE ACONDICIONADO,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76233089-K,CONSTRUCTORA GONZALEZ & ZEMAN ASOCIADOS LIMITADA,8,84,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76233094-6,OMNIFISH SOCIEDAD ANONIMA,9,62,PERSONA JURIDICA COMERCIAL,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
76233339-2,COMERCIALIZADORA E IMPORTADORA ROES LIMITADA,9,28,PERSONA JURIDICA COMERCIAL,FABRICACION DE ROPA DE TRABAJO,II REGION DE ANTOFAGASTA,Manufactura / Retail,False,,,,,,,,,
76233484-4,SOCIEDAD IEC INGENIERIA SOCIEDAD POR ACCIONES,8,20,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,II REGION DE ANTOFAGASTA,Manufactura / Retail,False,,,,,,,,,
76233490-9,SOCIEDAD INGENIERIA Y CONSTRUCCION VIPALCO LTDA.,9,145,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,Manufactura / Retail,False,,,,,,,,,
76233574-3,CRIOGAS CHILE SPA,10,55,PERSONA JURIDICA COMERCIAL,"FABRICACION DE GAS, DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIA, EXCEPTO REGASIFICACION DE GNL",V REGION VALPARAISO,Mining / Energía,False,,,,,,,,,
76233863-7,INGENIERIA Y CONSTRUCCION TACORA SPA,9,47,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76233985-4,GRUAS RIVADENEIRA LIMITADA,9,37,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,III REGION DE ATACAMA,Utilities / Infraestructura,False,,,,,,,,,
76233999-4,VOLTTA INGENIERIA ELECTRICA SPA,9,71,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
76234019-4,SAN AGUSTIN SEAFOOD SPA,9,24,PERSONA JURIDICA COMERCIAL,"ELABORACION Y CONSERVACION DE OTROS PESCADOS, EN PLANTAS EN TIERRA (EXCEPTO BARCOS FACTORIA)",X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
76234208-1,GLOBAL SPA,10,18,PERSONA JURIDICA COMERCIAL,VENTA AL POR MAYOR DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76234403-3,SOCIEDAD METALURGICA TMT SPA,8,82,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76234527-7,SERVICIOS PROFESIONALES MARVICH SPA,8,15,PERSONA JURIDICA COMERCIAL,SERVICIOS PROFESIONALES DE INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76234585-4,SERVICIOS INTEGRALES JOBIS Y KRAUSE LIMITADA,8,448,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,X REGION LOS LAGOS,Utilities / Infraestructura,False,,,,,,,,,
76234818-7,SOCIEDAD COMERCIAL GODOY PAVEZ LIMITADA,8,32,PERSONA JURIDICA COMERCIAL,ELABORACION DE PRODUCTOS DE PANADERIA Y PASTELERIA,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76235298-2,YELOU SPA,8,136,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MAYOR DE EQUIPO, PARTES Y PIEZAS ELECTRONICOS Y DE TELECOMUNICACIONES",XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76235310-5,TRANSPORTES FRIOCAVAL SPA,8,94,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
76235315-6,RENE ANJARI ESPINDOLA COMERCIAL AGRO E.I.R.L.,11,78,PERSONA JURIDICA COMERCIAL,"ELABORACION Y CONSERVACION DE FRUTAS, LEGUMBRES Y HORTALIZAS",V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
76235346-6,NOVATECH SERVICIOS ACUICOLAS SPA,8,23,PERSONA JURIDICA COMERCIAL,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
76235424-1,CONSTRUCCIONES Y SERVICIOS ROJAS Y SILVA LIMITADA,9,61,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
76235529-9,MOULIE SPA,11,314,PERSONA JURIDICA COMERCIAL,"ELABORACION DE CACAO, CHOCOLATE Y DE PRODUCTOS DE CONFITERIA",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76235534-5,GLOBAL GROUP INGENIERIA SPA,9,69,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,II REGION DE ANTOFAGASTA,Manufactura / Retail,False,,,,,,,,,
76235549-3,INGELIFT INGENIERIA EN TRANSPORTE VERTICAL LIMITADA,10,70,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76235742-9,TELSAM SPA,8,53,PERSONA JURIDICA COMERCIAL,OTRAS INSTALACIONES PARA OBRAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76235894-8,CONSTRUCTORA WELLMANN LIMITADA,8,40,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,XI REGION AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,Manufactura / Retail,False,,,,,,,,,
76235935-9,ALFA CONSTRUCCIONES E INGENIERIA LIMITADA,8,66,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
76235943-K,SOCIEDAD CONSTRUCTORA Y MONTAJES INDUSTRIALES PEUMA LIMITADA,9,213,PERSONA JURIDICA COMERCIAL,FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
76235974-K,NOVATEK INGENIERIA Y CONSTRUCCION SPA,8,30,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE CARRETERAS Y LINEAS DE FERROCARRIL,VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
76236098-5,PROSS INGENIERIA SPA,8,114,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,VII REGION DEL MAULE,Manufactura / Retail,False,,,,,,,,,
76236689-4,INGENIERIA ELECTRICA VVELEC LIMITADA,9,116,PERSONA JURIDICA COMERCIAL,INSTALACIONES ELECTRICAS,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
76236744-0,SOCIEDAD CONSTRUCTORA RADIMAX LIMITADA,10,93,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
76236777-7,CONSTRUCTORA ARARAT LIMITADA,13,3765,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
76236918-4,STRABAG SPA,13,1207,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76237019-0,MAXI MOBILITY CHILE II SPA,13,95,PERSONA JURIDICA COMERCIAL,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VIA TERRESTRE N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76237107-3,VICAPITAL SPA,9,22,PERSONA JURIDICA COMERCIAL,"EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO",XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
76237208-8,INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA,10,29,PERSONA JURIDICA COMERCIAL,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPOSITO N.C.P.,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76237266-5,LABORATORIOS ANDROMACO S.A.,13,556,PERSONA JURIDICA COMERCIAL,"FABRICACION DE PRODUCTOS FARMACEUTICOS, SUSTANCIAS QUIMICAS MEDICINALES Y PRODUCTOS BOTANICOS",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76237297-5,SOLUCIONES DE ETIQUETADO INNOPRINT S.A.,11,140,PERSONA JURIDICA COMERCIAL,ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESION,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76237330-0,NELTUME PORTS S.A.,13,15,PERSONA JURIDICA COMERCIAL,"EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA, SOCIEDADES DE APOYO AL GIRO",XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
76237458-7,COMERCIALIZADORA SAN LUIS S.A.,13,14,PERSONA JURIDICA COMERCIAL,"VENTA AL POR MAYOR DE PRODUCTOS DEL MAR (PESCADOS, MARISCOS Y ALGAS)",VIII REGION DEL BIO BIO,Manufactura / Retail,False,,,,,,,,,
76237647-4,BARRY CALLEBAUT CHILE SPA,13,75,PERSONA JURIDICA COMERCIAL,"ELABORACION DE CACAO, CHOCOLATE Y DE PRODUCTOS DE CONFITERIA",XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76237747-0,AMERICO VARGAS QUEZADA INGENIERIA SPA,9,12,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE EDIFICIOS PARA USO RESIDENCIAL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76237806-K,EXCAVACIONES PASTOR CHILE SPA.-,11,146,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76237959-7,NS CONSTRUCCIONES SPA,12,123,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76238199-0,COMERCIAL DNV LIMITADA,8,32,PERSONA JURIDICA COMERCIAL,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
76238535-K,TALLER DE REDES S.A.,9,137,PERSONA JURIDICA COMERCIAL,"FABRICACION DE CUERDAS, CORDELES, BRAMANTES Y REDES",X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
76238556-2,PAMPA ELVIRA SOLAR SPA,9,15,PERSONA JURIDICA COMERCIAL,GENERACION DE ENERGIA ELECTRICA EN OTRAS CENTRALES N.C.P.,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76238720-4,SOC NAVIERA DAP MARES LTDA,10,55,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA MARITIMO Y DE CABOTAJE,XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA,Utilities / Infraestructura,False,,,,,,,,,
76238784-0,SOCIEDAD ELABORADORA DE ALIMENTOS RIO MANZANARES LIMITADA,8,29,PERSONA JURIDICA COMERCIAL,ELABORACION Y CONSERVACION DE CARNE Y PRODUCTOS CARNICOS,IX REGION DE LA ARAUCANIA,Manufactura / Retail,False,,,,,,,,,
76238839-1,SOCIEDAD COMERCIAL DE SERVICIO VIMAR LIMITADA,8,39,PERSONA JURIDICA COMERCIAL,SERVICIOS RELACIONADOS CON LA ACUICULTURA MARINA,X REGION LOS LAGOS,Manufactura / Retail,False,,,,,,,,,
76239129-5,INGENIERIA ELECTRICA COYAN SPA,8,81,PERSONA JURIDICA COMERCIAL,CONSTRUCCION DE OTRAS OBRAS DE INGENIERIA CIVIL,XIII REGION METROPOLITANA,Manufactura / Retail,False,,,,,,,,,
76239232-1,TAEX SPA,9,16,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,V REGION VALPARAISO,Utilities / Infraestructura,False,,,,,,,,,
76239340-9,JAISER CHILE SPA,11,311,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,VIII REGION DEL BIO BIO,Utilities / Infraestructura,False,,,,,,,,,
76239533-9,CONSTRUCTORA SYP LIMITADA,10,143,PERSONA JURIDICA COMERCIAL,PREPARACION DEL TERRENO,XI REGION AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,Manufactura / Retail,False,,,,,,,,,
76239620-3,TRANSPORTES EDUARDO LATORRE Y COMPANIA SPA,9,41,PERSONA JURIDICA COMERCIAL,TRANSPORTE DE CARGA POR CARRETERA,XIII REGION METROPOLITANA,Utilities / Infraestructura,False,,,,,,,,,
76239802-8,INPPA SERVICIOS INDUSTRIALES SPA,10,91,PERSONA JURIDICA COMERCIAL,"REPARACION DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACCION DE PETROLEO Y PARA LA CONSTRUCCION",II REGION DE ANTOFAGASTA,Mining / Energía,False,,,,,,,,,
76239897-4,MINERA AIRO SUR LIMITADA,10,43,PERSONA JURIDICA COMERCIAL,EXTRACCION Y PROCESAMIENTO DE COBRE,IV REGION COQUIMBO,Mining / Energía,False,,,,,,,,,
76239927-K,PLUS QUALITY CONSTRUCCIONES LIMITADA,8,48,PERSONA JURIDICA COMERCIAL,TERMINACION Y ACABADO DE EDIFICIOS,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
76240079-0,ADMINISTRADORA DE FONDOS DE PENSIONES CUPRUM S.A.,13,1856,PERSONA JURIDICA COMERCIAL,ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP),XIII REGION METROPOLITANA,Financiero,False,,,,,,,,,
76240093-6,LEON VINA DEL MAR S.A,9,41,PERSONA JURIDICA COMERCIAL,MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES,V REGION VALPARAISO,Manufactura / Retail,False,,,,,,,,,
76240103-7,GM HOLDINGS S.A.,13,102,PERSONA JURIDICA COMERCIAL,GENERACION DE ENERGIA ELECTRICA EN OTRAS CENTRALES N.C.P.,XIII REGION METROPOLITANA,Mining / Energía,False,,,,,,,,,
